Pubchem ID,Chi2v,MaxAbsPartialCharge,MolLogP,BCUT2D_MRHI,Kappa3,SMR_VSA5,TPSA,PEOE_VSA7,VSA_EState4,SlogP_VSA6,BCUT2D_MRLOW,Binding Energy,EState_VSA4
9832662,3.730566883,-0.480819477,1.264232842,0.042833106,0.473981608,3.937386555,1.348187728,3.14046222,-0.635937155,-0.351047987,-0.71495999,-0.758382246,0.226790815
99924,1.574188736,-0.91660122,-1.080712568,-1.12856649,-0.737249768,0.608487278,-0.012160088,-0.010035973,-2.511517393,-1.46095281,-3.658841585,-0.11162618,1.047434233
159134,2.144223261,-0.165790051,-0.5548133,0.182038741,0.69162012,0.942360479,2.81390334,-0.072391552,-0.538368859,2.017696806,-0.651325854,-0.314316026,0.267628692
101799,-0.517470166,-0.460446387,-1.151418677,-0.173696081,-0.610423717,-0.452852408,0.218082137,-0.888376068,-0.230883268,-0.304970661,-0.352286949,-0.984635594,-0.980864141
10994,-1.434625625,-2.286171776,-0.13717749,-2.665667194,-0.191643078,-0.731665579,-0.883083285,-1.139585713,-0.379312403,-1.46095281,5.307219251,1.116123101,-0.980864141
11020,-0.349469682,-0.08584961,0.295707712,7.791840662,-0.764641864,-0.707159025,-0.35144759,-0.682181946,-1.162234137,-0.696170305,0.310510309,-1.16301201,-0.980864141
11107,-1.072879371,-1.825406224,0.240138572,-0.593482601,-0.899489251,-1.200985541,-1.231644432,0.134581686,0.991517196,0.875874558,7.369209596,0.517987824,-0.980864141
11176,-0.97656243,-0.429556836,0.176739966,-0.404034635,-0.070961649,-0.382025773,-1.223330129,-0.879316482,-0.379312403,-1.46095281,0.295901227,0.327831175,-0.578312489
115161,2.072003511,-0.215238504,-0.036743498,0.240850175,-0.534280518,0.921367253,0.45839746,0.545679311,-2.433718473,-0.067137593,-3.639328092,0.44553028,-0.570542432
11520,-1.147195137,-0.933321516,0.161402241,-3.264086243,-0.35649584,-0.089119089,-1.320383623,-0.857198278,-0.379312403,-1.46095281,1.762415923,1.30185609,0.226790815
11820,-0.984630188,-1.501388137,-0.002815808,-0.187739306,-0.976041856,-1.200985541,-1.292083016,-0.651490178,0.212164768,0.501427273,5.410785875,0.972055098,-0.29730825
119133,-0.821095598,-0.440777166,-0.623917379,0.568909925,-0.456251032,-0.415765998,-0.485115993,-1.139585713,-0.379312403,-1.46095281,0.311134721,-0.324526574,-0.578312489
12020,-1.423090544,-0.961592151,-0.241795228,-2.655000617,-0.773846389,-0.727132315,-1.320383623,-1.139585713,-0.379312403,-0.858083629,2.065367877,0.814227296,-0.578312489
12508,-1.233917947,-0.448432629,-0.079303677,-0.416045959,-0.448374201,-0.389745787,-1.223330129,-0.812961871,-0.379312403,-1.46095281,0.284036433,0.679735286,-0.980864141
1269845,-1.309658414,-0.512955076,-0.5958116,4.430826143,-0.954712531,-1.200985541,-0.892996492,-1.155174608,-0.55304564,-0.648339109,6.186208452,0.950428654,-0.980864141
1349907,-1.27671104,-1.376490453,-0.335949587,4.638481928,-1.005832117,-1.075351641,-1.358917218,-1.421973148,-0.379312403,-0.624882828,4.864040779,1.405078867,-0.657582769
14217,-1.207959168,-1.925077105,-0.210156152,4.894239722,-0.78637904,-1.200985541,-1.370909,-0.946281392,-0.379312403,-0.318857077,4.372632057,0.919135132,-0.980864141
14362,-0.306516965,-0.08584961,0.452337201,7.791841583,-0.688887781,-0.550719038,-0.35144759,-0.682181946,-1.157164101,-0.696170305,0.307601079,-1.027927952,-0.980864141
14525,-0.35621483,-1.590753828,0.343768593,0.157729285,-1.02109832,-0.225585786,-1.370909,-0.314541612,-0.346188167,-1.46095281,0.343309014,0.764513496,-0.175760837
15406,-0.282181189,-0.941302553,0.260173977,-1.863393053,-1.009418434,-0.076865812,-1.320383623,0.161760444,-0.11905055,-1.46095281,0.831772313,0.454927141,-0.609842643
1549517,-1.352491985,-1.150606688,-0.368965846,5.035396633,-0.079447648,-1.200985541,-1.070155093,-1.421973148,-0.379312403,-0.858083629,6.131455695,0.901522468,-0.980864141
159055,-0.393584603,-1.586690795,0.343768593,0.068901396,-1.037989461,-0.225585786,-1.370909,-0.358778019,-0.199833126,-1.46095281,0.375029551,0.284329324,-0.175760837
160602,-1.145998756,-2.035449354,0.007784086,-1.276389072,-0.616436808,-1.044545554,-1.173284423,-0.894905377,0.321839788,0.221857944,3.737622283,0.946320753,-0.578312489
16331,-0.988343528,-0.429649179,0.061586576,-0.129966369,0.247352334,-0.237839063,-0.950397158,-0.835080075,-0.379312403,-1.46095281,0.29421329,1.452633969,-0.175760837
16537,-0.554006507,-0.458090796,0.457275788,-1.147352256,-0.656531168,-0.089119089,-1.223330129,0.338706073,0.292381154,-0.906000399,0.289693142,-0.076935215,0.226790815
16741,-1.0952724,-2.051134086,0.315743117,4.594650355,-0.559836444,-1.044545554,-1.446217395,-0.357563873,0.375920173,0.221857944,5.753246019,1.028530387,-0.16799078
18735,-0.225215993,-0.329490848,0.118279947,7.791840706,-0.742368254,-0.707159025,-0.525088602,-0.964569381,-1.12471587,-0.696170305,0.263086776,0.403780283,-0.673665643
19649,1.03776351,-0.930375073,-5.080004258,-0.24485765,0.006245984,1.190779611,3.834324093,-1.11746751,11.03765448,-1.223119743,-2.392489799,-3.548144931,-0.980864141
222994,-0.68457881,-1.615922951,0.410459591,0.119616032,-0.734086902,-0.382025773,-1.370909,-0.047318531,0.350745754,-0.906000399,0.433157,-0.047229595,-0.175760837
246330,-0.433050839,-0.131405735,-0.072518139,0.379239489,-0.73892791,-0.903545593,0.070503266,-0.10924957,-0.026355514,1.088618486,0.459121212,0.889186621,-0.980864141
259327,0.445444244,0.141450828,-0.551681513,0.12425547,0.791753343,0.722112958,0.344395581,0.205996851,3.046199325,-1.46095281,-0.504371239,0.583492601,-0.980864141
261491,-0.473171222,-1.584501047,0.28591084,-0.004130714,-1.011246703,-0.382025773,-1.370909,-0.380896222,-0.113642512,-1.46095281,0.406986076,0.937564517,-0.207290991
2723704,-1.47068271,-1.033247054,-0.67647117,5.038118877,-0.416033938,-1.200985541,-1.030182484,-1.421973148,2.486046662,-1.223119743,8.007164269,1.096919499,-0.980864141
27686,0.209634916,0.097196868,-0.843339193,0.063430305,-0.267162215,-1.052265567,1.224112751,-0.087980447,-1.111369176,1.728682335,-0.25761907,-0.954228626,-0.220205699
28718,-0.611708359,0.119037858,0.242917029,1.0875321,-0.684068868,-1.032292277,-0.603754696,0.194406988,0.526368125,0.279236181,-0.242161019,1.294405396,-0.632065074
29029,0.881611757,-0.972447953,-1.0331335,5.093310951,-0.131451816,0.758468714,0.010384463,-0.559951638,-0.78657421,-1.46095281,-3.306506954,-0.274378606,0.637112524
3002043,-1.017049446,-0.514466842,-0.213372256,4.430837549,-0.765795485,-0.719412302,-0.892996492,-0.894905377,-0.080950919,-0.937334646,5.263686659,1.076641103,-0.175760837
3032338,-1.391180021,-1.124643988,-0.435656844,5.035369316,-0.416033938,-1.032292277,-1.070155093,-1.11746751,-0.379312403,-1.46095281,5.748790308,0.607866754,-0.570542432
3034683,-1.232341556,-0.443256384,-0.276445638,5.03136845,-0.954425721,-1.052265567,-1.298638524,-1.154750068,-0.379312403,-0.620250561,2.371123649,1.163052758,-0.980864141
31226,-0.945790542,-0.428261394,0.255677053,-0.491210845,-0.321760378,-0.719412302,-1.223330129,-0.612517941,0.372216771,-0.015975124,0.312810986,1.00966076,-0.175760837
31244,-1.234239383,-0.213643969,-0.015182351,-0.276691846,-0.894795849,-1.200985541,-1.223330129,-0.354778987,0.010499012,-0.304970661,1.541950435,1.273629072,-0.226290961
31276,-1.058768487,-0.428249824,0.020110477,-0.491445127,0.290023508,-0.538465761,-1.223330129,-0.879316482,-0.379312403,-1.46095281,0.311795655,1.245760319,-0.578312489
31553,0.518747974,-0.137868863,0.328109659,0.463450219,-0.416009882,-0.606105645,0.836698228,-0.11009865,0.059360646,0.851011489,0.93385324,-0.556144786,-0.60053492
354616,-0.969215633,-0.457229173,-0.043368431,0.15229643,-0.918947496,-1.044545554,-1.017231359,-0.932612475,1.080344228,-0.557116418,1.230662076,0.581051542,0.119285644
373677,0.71820999,2.389627826,1.497832013,0.92123916,-0.07410804,0.617880536,-0.405810338,1.497327866,0.513174351,1.283619927,-0.46110578,1.136434895,0.067348642
385552,0.164676976,-0.161668475,-0.684822601,0.490043154,-0.240515201,-0.452852408,1.483614926,-0.353929907,-0.512095592,1.082387551,-0.361518306,-1.638623751,-0.21899531
440545,-0.977043747,-0.950566131,-1.913326184,-2.284586811,-0.875296716,-0.613825659,0.121028644,-1.421973148,-0.379312403,-1.46095281,-0.613957156,-0.430081108,-0.980864141
442195,1.108923304,-0.161696085,0.261619417,-0.877330136,-0.359249132,0.044320294,-0.541077645,0.677238353,2.838841168,-0.304970661,-3.601340322,-1.193124472,1.326510507
445580,-0.279899084,0.157163078,1.473018626,-0.52784031,2.696422035,0.219227622,-1.002201658,0.837126332,-0.379312403,2.012511969,-0.488760553,-0.489832395,1.434445771
513197,0.071758295,-0.135868433,1.114629798,0.412979506,-0.501514964,-0.401999064,-0.42883456,0.247702981,1.27542585,0.538977288,1.407226895,-1.129535501,-0.282660813
60995,-1.039841968,-1.194277205,0.121451884,-1.709316382,-0.643894436,-0.891292316,-1.34868423,-1.177292812,0.337901663,-0.015975124,0.509133313,1.0977848,-0.578312489
61092,-0.728796983,-0.414199353,0.556689942,-1.187100759,0.609519275,-0.237839063,-1.223330129,-0.010035973,0.348794277,-0.882042014,0.371305858,1.117668498,-0.175760837
62341,-1.019932177,-0.483049796,0.307231081,-0.479342997,-0.694320988,-0.714879038,-1.223330129,-0.872787173,0.217032002,-0.015975124,0.289509044,-0.446236423,-0.632065074
637776,-1.033247408,-0.240717082,0.478355122,-0.737078917,-0.720463348,-1.032292277,-1.34868423,-0.339190092,0.269733337,-0.3045108,2.724624158,0.869175405,0.088863063
638011,-0.934661294,-1.590153752,0.535008341,-0.491233259,0.207299835,-0.382025773,-1.370909,0.323541718,1.073504715,-0.351047987,0.492369473,0.699734357,0.567752535
639665,-0.072227621,-0.139980332,1.039908578,0.36141074,-0.29475795,-0.707159025,-0.252955083,0.516199682,0.881325134,1.385224541,0.461451122,-0.263536541,-0.282055619
643820,-0.911336957,-0.939188937,0.452056143,-2.022991224,0.264016396,-0.382025773,-1.320383623,0.056318638,1.15754315,-0.351047987,2.659222178,1.360626703,-0.175760837
657298,-0.989688131,-1.331045377,-0.064451781,4.430970239,-0.708634988,-0.719412302,-0.865975008,-0.60224421,0.074124585,-0.943550414,5.189055399,1.50395996,0.181218418
66160,-0.747358467,-0.224312038,-0.076493099,0.754097965,-0.890055758,-0.900358843,-0.328743148,-0.872787173,-0.806263523,0.459691011,0.40952828,0.214765224,-0.980864141
667493,-1.177773643,-0.529456373,-0.47197754,4.430860933,-0.865041737,-1.032292277,-0.892996492,-0.850668969,-0.105530454,-0.943550414,5.969409044,0.067995053,-0.623884886
68066,-0.126633389,-0.089281692,0.376829019,1.121903405,-0.494801123,-0.694905748,0.440489732,0.515350602,-0.526703287,0.495532751,0.424106473,-0.017241615,-0.599929726
68214,-0.594180401,-1.298929125,-0.419343447,1.290113688,-0.515190505,-1.032292277,-0.669629555,-0.888376068,-0.111398176,-0.015975124,0.288704641,-0.885593586,-0.352799345
68415,-0.429359593,-0.222831991,0.341399678,0.678975976,-0.796153884,-0.382025773,-0.328743148,-0.61904725,-1.406190754,-0.382417494,0.365452829,-0.078216467,-0.980864141
68437,-0.950754905,-0.240919035,-0.068784086,0.264065106,-0.94032764,-1.04001229,-0.928172387,-1.155174608,0.391062681,-0.882961736,1.256531202,0.78152804,-0.632065074
71113,-1.015959697,-1.097944064,0.057250256,-0.236118659,-0.480484911,-0.237839063,-0.95487409,-0.857198278,2.640265893,-1.46095281,0.404284117,1.01128206,0.629342467
73467,0.21451083,-0.389034876,-1.400516178,0.30879528,-0.481167762,0.025534081,0.786172851,-1.161703917,-0.319552137,-0.897136674,-0.667214692,1.110579105,-0.588264723
79881,-0.882710122,0.119878286,-0.212685672,0.551485886,-0.868854673,-1.200985541,-0.729268687,-1.185087259,-0.134598661,0.273020414,-0.241648993,-0.658821057,-0.64317629
820777,-1.020699243,-1.231092518,0.361475234,4.649717336,-0.738997567,-1.032292277,-1.451493779,-0.583870429,0.234499967,-0.015975124,8.957175151,0.85995464,-0.311542245
92141,-0.957301399,-0.932026372,-0.401797411,-3.33111884,0.756214862,-0.25327909,-0.849346403,-0.248187001,-0.379312403,-1.46095281,1.318436443,0.290097995,-0.980864141
92843,-0.850321121,0.141450858,-1.332861553,-0.063028517,-0.151344797,-0.559952708,-0.120885584,-0.879316482,2.55616041,-1.46095281,-0.504254033,-2.172134733,-0.980864141
92953,-0.833602508,0.141362676,-1.253924467,-0.05710701,-0.43882721,-0.897339237,-0.120885584,-0.894905377,3.068089565,-0.015975124,-0.502263123,0.849489056,-0.632065074
92972,-0.284670187,-0.456727984,-0.831253708,-0.327317208,0.764025011,0.237360676,0.731650213,-1.421973148,-0.379312403,-1.46095281,0.019124252,-2.277367437,1.18954489
98046,-0.892051052,-0.233648003,-0.056578147,0.174905778,-0.459776042,-0.714879038,-0.707523588,0.25423229,-0.003803594,-0.304970661,0.399771993,0.95295776,-0.620400072
224,,,,,,,,,,,,,
